code,point,datetime_recorded,time_zone,datetime,raw_depth,corrected_depth,depth
depth2,Zn3_0,2017-03-30 10:30:00,WEST,2017-03-30 09:30:00,0.01367,-0.09633,0.00
depth2,Zn3_0,2017-03-30 10:31:00,WEST,2017-03-30 09:30:59,0.01017,-0.09983,0.00
depth2,Zn3_0,2017-03-30 10:32:00,WEST,2017-03-30 09:32:00,0.01442,-0.09558,0.00
depth2,Zn3_0,2017-03-30 10:33:00,WEST,2017-03-30 09:32:59,0.01254,-0.09746,0.00
depth2,Zn3_0,2017-03-30 10:34:00,WEST,2017-03-30 09:34:00,0.01420,-0.09580,0.00
depth2,Zn3_0,2017-03-30 10:35:00,WEST,2017-03-30 09:34:59,0.01224,-0.09776,0.00
depth2,Zn3_0,2017-03-30 10:36:00,WEST,2017-03-30 09:36:00,0.01368,-0.09632,0.00
depth2,Zn3_0,2017-03-30 10:37:00,WEST,2017-03-30 09:37:00,0.01269,-0.09731,0.00
depth2,Zn3_0,2017-03-30 10:38:00,WEST,2017-03-30 09:38:00,0.01353,-0.09647,0.00
depth2,Zn3_0,2017-03-30 10:39:00,WEST,2017-03-30 09:39:00,0.01147,-0.09853,0.00
depth2,Zn3_0,2017-03-30 10:40:00,WEST,2017-03-30 09:40:00,0.01136,-0.09864,0.00
depth2,Zn3_0,2017-03-30 10:41:00,WEST,2017-03-30 09:41:00,0.01404,-0.09597,0.00
depth2,Zn3_0,2017-03-30 10:42:00,WEST,2017-03-30 09:41:59,0.01352,-0.09648,0.00
depth2,Zn3_0,2017-03-30 10:43:00,WEST,2017-03-30 09:43:00,0.01369,-0.09631,0.00
depth2,Zn3_0,2017-03-30 10:44:00,WEST,2017-03-30 09:44:00,0.01338,-0.09662,0.00
depth2,Zn3_0,2017-03-30 10:45:00,WEST,2017-03-30 09:45:00,0.01386,-0.09614,0.00
depth2,Zn3_0,2017-03-30 10:46:00,WEST,2017-03-30 09:46:00,0.01344,-0.09656,0.00
depth2,Zn3_0,2017-03-30 10:47:00,WEST,2017-03-30 09:47:00,0.01333,-0.09667,0.00
depth2,Zn3_0,2017-03-30 10:48:00,WEST,2017-03-30 09:48:00,0.01285,-0.09715,0.00
depth2,Zn3_0,2017-03-30 10:49:00,WEST,2017-03-30 09:48:59,0.01305,-0.09695,0.00
depth2,Zn3_0,2017-03-30 10:50:00,WEST,2017-03-30 09:50:00,0.01092,-0.09908,0.00
depth2,Zn3_0,2017-03-30 10:51:00,WEST,2017-03-30 09:50:59,0.01065,-0.09935,0.00
depth2,Zn3_0,2017-03-30 10:52:00,WEST,2017-03-30 09:52:00,0.01246,-0.09754,0.00
depth2,Zn3_0,2017-03-30 10:53:00,WEST,2017-03-30 09:53:00,0.01326,-0.09674,0.00
depth2,Zn3_0,2017-03-30 10:54:00,WEST,2017-03-30 09:54:00,0.01122,-0.09878,0.00
depth2,Zn3_0,2017-03-30 10:55:00,WEST,2017-03-30 09:55:00,0.01363,-0.09637,0.00
depth2,Zn3_0,2017-03-30 10:56:00,WEST,2017-03-30 09:56:00,0.01330,-0.09670,0.00
depth2,Zn3_0,2017-03-30 10:57:00,WEST,2017-03-30 09:57:00,0.01497,-0.09503,0.00
depth2,Zn3_0,2017-03-30 10:58:00,WEST,2017-03-30 09:57:59,0.01316,-0.09684,0.00
depth2,Zn3_0,2017-03-30 10:59:00,WEST,2017-03-30 09:59:00,0.01424,-0.09576,0.00
depth2,Zn3_0,2017-03-30 11:00:00,WEST,2017-03-30 09:59:59,0.01334,-0.09666,0.00
depth2,Zn3_0,2017-03-30 11:01:00,WEST,2017-03-30 10:01:00,0.01246,-0.09754,0.00
depth2,Zn3_0,2017-03-30 11:02:00,WEST,2017-03-30 10:02:00,0.01536,-0.09464,0.00
depth2,Zn3_0,2017-03-30 11:03:00,WEST,2017-03-30 10:03:00,0.01035,-0.09965,0.00
depth2,Zn3_0,2017-03-30 11:04:00,WEST,2017-03-30 10:04:00,0.01421,-0.09579,0.00
depth2,Zn3_0,2017-03-30 11:05:00,WEST,2017-03-30 10:05:00,0.01543,-0.09457,0.00
depth2,Zn3_0,2017-03-30 11:06:00,WEST,2017-03-30 10:06:00,0.01445,-0.09555,0.00
depth2,Zn3_0,2017-03-30 11:07:00,WEST,2017-03-30 10:06:59,0.01305,-0.09695,0.00
depth2,Zn3_0,2017-03-30 11:08:00,WEST,2017-03-30 10:08:00,0.01351,-0.09649,0.00
depth2,Zn3_0,2017-03-30 11:09:00,WEST,2017-03-30 10:08:59,0.01451,-0.09549,0.00
depth2,Zn3_0,2017-03-30 11:10:00,WEST,2017-03-30 10:10:00,0.01547,-0.09453,0.00
depth2,Zn3_0,2017-03-30 11:11:00,WEST,2017-03-30 10:11:00,0.01612,-0.09388,0.00
depth2,Zn3_0,2017-03-30 11:12:00,WEST,2017-03-30 10:12:00,0.01464,-0.09536,0.00
depth2,Zn3_0,2017-03-30 11:13:00,WEST,2017-03-30 10:13:00,0.01450,-0.09550,0.00
depth2,Zn3_0,2017-03-30 11:14:00,WEST,2017-03-30 10:14:00,0.01462,-0.09538,0.00
depth2,Zn3_0,2017-03-30 11:15:00,WEST,2017-03-30 10:15:00,0.01488,-0.09512,0.00
depth2,Zn3_0,2017-03-30 11:16:00,WEST,2017-03-30 10:15:59,0.01353,-0.09647,0.00
depth2,Zn3_0,2017-03-30 11:17:00,WEST,2017-03-30 10:17:00,0.01701,-0.09299,0.00
depth2,Zn3_0,2017-03-30 11:18:00,WEST,2017-03-30 10:17:59,0.01625,-0.09375,0.00
depth2,Zn3_0,2017-03-30 11:19:00,WEST,2017-03-30 10:19:00,0.01431,-0.09569,0.00
depth2,Zn3_0,2017-03-30 11:20:00,WEST,2017-03-30 10:19:59,0.01501,-0.09499,0.00
depth2,Zn3_0,2017-03-30 11:21:00,WEST,2017-03-30 10:21:00,0.01532,-0.09468,0.00
depth2,Zn3_0,2017-03-30 11:22:00,WEST,2017-03-30 10:22:00,0.01576,-0.09424,0.00
depth2,Zn3_0,2017-03-30 11:23:00,WEST,2017-03-30 10:23:00,0.01303,-0.09697,0.00
depth2,Zn3_0,2017-03-30 11:24:00,WEST,2017-03-30 10:24:00,0.01302,-0.09698,0.00
depth2,Zn3_0,2017-03-30 11:25:00,WEST,2017-03-30 10:25:00,0.01439,-0.09562,0.00
depth2,Zn3_0,2017-03-30 11:26:00,WEST,2017-03-30 10:26:00,0.01478,-0.09522,0.00
depth2,Zn3_0,2017-03-30 11:27:00,WEST,2017-03-30 10:26:59,0.01349,-0.09651,0.00
depth2,Zn3_0,2017-03-30 11:28:00,WEST,2017-03-30 10:28:00,0.01531,-0.09469,0.00
depth2,Zn3_0,2017-03-30 11:29:00,WEST,2017-03-30 10:29:00,0.01480,-0.09520,0.00
depth2,Zn3_0,2017-03-30 11:30:00,WEST,2017-03-30 10:30:00,0.01548,-0.09452,0.00
depth2,Zn3_0,2017-03-30 11:31:00,WEST,2017-03-30 10:31:00,0.01629,-0.09371,0.00
depth2,Zn3_0,2017-03-30 11:32:00,WEST,2017-03-30 10:32:00,0.01454,-0.09546,0.00
depth2,Zn3_0,2017-03-30 11:33:00,WEST,2017-03-30 10:33:00,0.01429,-0.09571,0.00
depth2,Zn3_0,2017-03-30 11:34:00,WEST,2017-03-30 10:33:59,0.01483,-0.09517,0.00
depth2,Zn3_0,2017-03-30 11:35:00,WEST,2017-03-30 10:35:00,0.01516,-0.09484,0.00
depth2,Zn3_0,2017-03-30 11:36:00,WEST,2017-03-30 10:35:59,0.01423,-0.09578,0.00
depth2,Zn3_0,2017-03-30 11:37:00,WEST,2017-03-30 10:37:00,0.01525,-0.09475,0.00
depth2,Zn3_0,2017-03-30 11:38:00,WEST,2017-03-30 10:38:00,0.01412,-0.09588,0.00
depth2,Zn3_0,2017-03-30 11:39:00,WEST,2017-03-30 10:39:00,0.01502,-0.09498,0.00
depth2,Zn3_0,2017-03-30 11:40:00,WEST,2017-03-30 10:40:00,0.01274,-0.09726,0.00
depth2,Zn3_0,2017-03-30 11:41:00,WEST,2017-03-30 10:41:00,0.01566,-0.09434,0.00
depth2,Zn3_0,2017-03-30 11:42:00,WEST,2017-03-30 10:42:00,0.01418,-0.09582,0.00
depth2,Zn3_0,2017-03-30 11:43:00,WEST,2017-03-30 10:42:59,0.01362,-0.09638,0.00
depth2,Zn3_0,2017-03-30 11:44:00,WEST,2017-03-30 10:44:00,0.01401,-0.09599,0.00
depth2,Zn3_0,2017-03-30 11:45:00,WEST,2017-03-30 10:44:59,0.01427,-0.09573,0.00
depth2,Zn3_0,2017-03-30 11:46:00,WEST,2017-03-30 10:46:00,0.01339,-0.09661,0.00
depth2,Zn3_0,2017-03-30 11:47:00,WEST,2017-03-30 10:47:00,0.01367,-0.09633,0.00
depth2,Zn3_0,2017-03-30 11:48:00,WEST,2017-03-30 10:48:00,0.01339,-0.09661,0.00
depth2,Zn3_0,2017-03-30 11:49:00,WEST,2017-03-30 10:49:00,0.01388,-0.09612,0.00
depth2,Zn3_0,2017-03-30 11:50:00,WEST,2017-03-30 10:50:00,0.01324,-0.09676,0.00
depth2,Zn3_0,2017-03-30 11:51:00,WEST,2017-03-30 10:51:00,0.01418,-0.09582,0.00
depth2,Zn3_0,2017-03-30 11:52:00,WEST,2017-03-30 10:51:59,0.01363,-0.09637,0.00
depth2,Zn3_0,2017-03-30 11:53:00,WEST,2017-03-30 10:53:00,0.01360,-0.09641,0.00
depth2,Zn3_0,2017-03-30 11:54:00,WEST,2017-03-30 10:53:59,0.01311,-0.09689,0.00
depth2,Zn3_0,2017-03-30 11:55:00,WEST,2017-03-30 10:55:00,0.01467,-0.09534,0.00
depth2,Zn3_0,2017-03-30 11:56:00,WEST,2017-03-30 10:56:00,0.01228,-0.09772,0.00
depth2,Zn3_0,2017-03-30 11:57:00,WEST,2017-03-30 10:57:00,0.01588,-0.09412,0.00
depth2,Zn3_0,2017-03-30 11:58:00,WEST,2017-03-30 10:58:00,0.01945,-0.09055,0.00
depth2,Zn3_0,2017-03-30 11:59:00,WEST,2017-03-30 10:59:00,0.02184,-0.08816,0.00
depth2,Zn3_0,2017-03-30 12:00:00,WEST,2017-03-30 11:00:00,0.01883,-0.09117,0.00
depth2,Zn3_0,2017-03-30 12:01:00,WEST,2017-03-30 11:01:00,0.03888,-0.07112,0.00
depth2,Zn3_0,2017-03-30 12:02:00,WEST,2017-03-30 11:02:00,0.03783,-0.07217,0.00
depth2,Zn3_0,2017-03-30 12:03:00,WEST,2017-03-30 11:02:59,0.04629,-0.06371,0.00
depth2,Zn3_0,2017-03-30 12:04:00,WEST,2017-03-30 11:04:00,0.05216,-0.05784,0.00
depth2,Zn3_0,2017-03-30 12:05:00,WEST,2017-03-30 11:04:59,0.05726,-0.05274,0.00
depth2,Zn3_0,2017-03-30 12:06:00,WEST,2017-03-30 11:06:00,0.08296,-0.02704,0.00
depth2,Zn3_0,2017-03-30 12:07:00,WEST,2017-03-30 11:07:00,0.07742,-0.03258,0.00
depth2,Zn3_0,2017-03-30 12:08:00,WEST,2017-03-30 11:08:00,0.08603,-0.02397,0.00
depth2,Zn3_0,2017-03-30 12:09:00,WEST,2017-03-30 11:09:00,0.09345,-0.01655,0.00
depth2,Zn3_0,2017-03-30 12:10:00,WEST,2017-03-30 11:10:00,0.10122,-0.00878,0.00
depth2,Zn3_0,2017-03-30 12:11:00,WEST,2017-03-30 11:11:00,0.11457,0.00457,0.00
depth2,Zn3_0,2017-03-30 12:12:00,WEST,2017-03-30 11:11:59,0.11338,0.00338,0.00
depth2,Zn3_0,2017-03-30 12:13:00,WEST,2017-03-30 11:13:00,0.13545,0.02545,0.03
depth2,Zn3_0,2017-03-30 12:14:00,WEST,2017-03-30 11:14:00,0.14366,0.03366,0.03
depth2,Zn3_0,2017-03-30 12:15:00,WEST,2017-03-30 11:15:00,0.14291,0.03291,0.03
depth2,Zn3_0,2017-03-30 12:16:00,WEST,2017-03-30 11:16:00,0.14069,0.03069,0.03
depth2,Zn3_0,2017-03-30 12:17:00,WEST,2017-03-30 11:17:00,0.15598,0.04598,0.05
depth2,Zn3_0,2017-03-30 12:18:00,WEST,2017-03-30 11:18:00,0.16657,0.05657,0.06
depth2,Zn3_0,2017-03-30 12:19:00,WEST,2017-03-30 11:18:59,0.18501,0.07501,0.08
depth2,Zn3_0,2017-03-30 12:20:00,WEST,2017-03-30 11:20:00,0.18608,0.07608,0.08
depth2,Zn3_0,2017-03-30 12:21:00,WEST,2017-03-30 11:20:59,0.20865,0.09865,0.10
depth2,Zn3_0,2017-03-30 12:22:00,WEST,2017-03-30 11:22:00,0.20938,0.09938,0.10
depth2,Zn3_0,2017-03-30 12:23:00,WEST,2017-03-30 11:23:00,0.22126,0.11126,0.11
depth2,Zn3_0,2017-03-30 12:24:00,WEST,2017-03-30 11:24:00,0.22373,0.11373,0.11
depth2,Zn3_0,2017-03-30 12:25:00,WEST,2017-03-30 11:25:00,0.22117,0.11117,0.11
depth2,Zn3_0,2017-03-30 12:26:00,WEST,2017-03-30 11:26:00,0.23829,0.12829,0.13
depth2,Zn3_0,2017-03-30 12:27:00,WEST,2017-03-30 11:27:00,0.25297,0.14297,0.14
depth2,Zn3_0,2017-03-30 12:28:00,WEST,2017-03-30 11:27:59,0.25379,0.14379,0.14
depth2,Zn3_0,2017-03-30 12:29:00,WEST,2017-03-30 11:29:00,0.27022,0.16022,0.16
depth2,Zn3_0,2017-03-30 12:30:00,WEST,2017-03-30 11:29:59,0.28862,0.17862,0.18
depth2,Zn3_0,2017-03-30 12:31:00,WEST,2017-03-30 11:31:00,0.29891,0.18891,0.19
depth2,Zn3_0,2017-03-30 12:32:00,WEST,2017-03-30 11:32:00,0.29574,0.18574,0.19
depth2,Zn3_0,2017-03-30 12:33:00,WEST,2017-03-30 11:33:00,0.30252,0.19252,0.19
depth2,Zn3_0,2017-03-30 12:34:00,WEST,2017-03-30 11:34:00,0.32266,0.21266,0.21
depth2,Zn3_0,2017-03-30 12:35:00,WEST,2017-03-30 11:35:00,0.32451,0.21451,0.21
depth2,Zn3_0,2017-03-30 12:36:00,WEST,2017-03-30 11:36:00,0.34183,0.23183,0.23
depth2,Zn3_0,2017-03-30 12:37:00,WEST,2017-03-30 11:36:59,0.36479,0.25479,0.25
depth2,Zn3_0,2017-03-30 12:38:00,WEST,2017-03-30 11:38:00,0.35860,0.24860,0.25
depth2,Zn3_0,2017-03-30 12:39:00,WEST,2017-03-30 11:38:59,0.37605,0.26605,0.27
depth2,Zn3_0,2017-03-30 12:40:00,WEST,2017-03-30 11:40:00,0.36223,0.25223,0.25
depth2,Zn3_0,2017-03-30 12:41:00,WEST,2017-03-30 11:41:00,0.37403,0.26403,0.26
depth2,Zn3_0,2017-03-30 12:42:00,WEST,2017-03-30 11:42:00,0.39854,0.28854,0.29
depth2,Zn3_0,2017-03-30 12:43:00,WEST,2017-03-30 11:43:00,0.40754,0.29754,0.30
depth2,Zn3_0,2017-03-30 12:44:00,WEST,2017-03-30 11:44:00,0.40813,0.29813,0.30
depth2,Zn3_0,2017-03-30 12:45:00,WEST,2017-03-30 11:45:00,0.44013,0.33013,0.33
depth2,Zn3_0,2017-03-30 12:46:00,WEST,2017-03-30 11:46:00,0.43275,0.32275,0.32
depth2,Zn3_0,2017-03-30 12:47:00,WEST,2017-03-30 11:47:00,0.44904,0.33904,0.34
depth2,Zn3_0,2017-03-30 12:48:00,WEST,2017-03-30 11:47:59,0.45810,0.34810,0.35
depth2,Zn3_0,2017-03-30 12:49:00,WEST,2017-03-30 11:49:00,0.46244,0.35244,0.35
depth2,Zn3_0,2017-03-30 12:50:00,WEST,2017-03-30 11:49:59,0.47509,0.36509,0.37
depth2,Zn3_0,2017-03-30 12:51:00,WEST,2017-03-30 11:51:00,0.48736,0.37736,0.38
depth2,Zn3_0,2017-03-30 12:52:00,WEST,2017-03-30 11:52:00,0.49435,0.38435,0.38
depth2,Zn3_0,2017-03-30 12:53:00,WEST,2017-03-30 11:53:00,0.51697,0.40697,0.41
depth2,Zn3_0,2017-03-30 12:54:00,WEST,2017-03-30 11:54:00,0.52164,0.41164,0.41
depth2,Zn3_0,2017-03-30 12:55:00,WEST,2017-03-30 11:54:59,0.53333,0.42333,0.42
depth2,Zn3_0,2017-03-30 12:56:00,WEST,2017-03-30 11:56:00,0.54041,0.43041,0.43
depth2,Zn3_0,2017-03-30 12:57:00,WEST,2017-03-30 11:56:59,0.55725,0.44725,0.45
depth2,Zn3_0,2017-03-30 12:58:00,WEST,2017-03-30 11:58:00,0.56814,0.45814,0.46
depth2,Zn3_0,2017-03-30 12:59:00,WEST,2017-03-30 11:59:00,0.56746,0.45746,0.46
depth2,Zn3_0,2017-03-30 13:00:00,WEST,2017-03-30 12:00:00,0.58110,0.47110,0.47
depth2,Zn3_0,2017-03-30 13:01:00,WEST,2017-03-30 12:01:00,0.59402,0.48402,0.48
depth2,Zn3_0,2017-03-30 13:02:00,WEST,2017-03-30 12:02:00,0.60840,0.49840,0.50
depth2,Zn3_0,2017-03-30 13:03:00,WEST,2017-03-30 12:03:00,0.62302,0.51302,0.51
depth2,Zn3_0,2017-03-30 13:04:00,WEST,2017-03-30 12:03:59,0.62416,0.51416,0.51
depth2,Zn3_0,2017-03-30 13:05:00,WEST,2017-03-30 12:05:00,0.64128,0.53128,0.53
depth2,Zn3_0,2017-03-30 13:06:00,WEST,2017-03-30 12:05:59,0.64893,0.53893,0.54
depth2,Zn3_0,2017-03-30 13:07:00,WEST,2017-03-30 12:07:00,0.66483,0.55483,0.55
depth2,Zn3_0,2017-03-30 13:08:00,WEST,2017-03-30 12:08:00,0.67613,0.56613,0.57
depth2,Zn3_0,2017-03-30 13:09:00,WEST,2017-03-30 12:09:00,0.68589,0.57589,0.58
depth2,Zn3_0,2017-03-30 13:10:00,WEST,2017-03-30 12:10:00,0.69532,0.58532,0.59
depth2,Zn3_0,2017-03-30 13:11:00,WEST,2017-03-30 12:11:00,0.70486,0.59486,0.59
depth2,Zn3_0,2017-03-30 13:12:00,WEST,2017-03-30 12:12:00,0.71306,0.60306,0.60
depth2,Zn3_0,2017-03-30 13:13:00,WEST,2017-03-30 12:12:59,0.72890,0.61890,0.62
depth2,Zn3_0,2017-03-30 13:14:00,WEST,2017-03-30 12:14:00,0.74287,0.63287,0.63
depth2,Zn3_0,2017-03-30 13:15:00,WEST,2017-03-30 12:14:59,0.75026,0.64026,0.64
depth2,Zn3_0,2017-03-30 13:16:00,WEST,2017-03-30 12:16:00,0.75830,0.64830,0.65
depth2,Zn3_0,2017-03-30 13:17:00,WEST,2017-03-30 12:17:00,0.77597,0.66597,0.67
depth2,Zn3_0,2017-03-30 13:18:00,WEST,2017-03-30 12:18:00,0.77983,0.66983,0.67
depth2,Zn3_0,2017-03-30 13:19:00,WEST,2017-03-30 12:19:00,0.79694,0.68694,0.69
depth2,Zn3_0,2017-03-30 13:20:00,WEST,2017-03-30 12:20:00,0.80745,0.69745,0.70
depth2,Zn3_0,2017-03-30 13:21:00,WEST,2017-03-30 12:21:00,0.81557,0.70557,0.71
depth2,Zn3_0,2017-03-30 13:22:00,WEST,2017-03-30 12:21:59,0.82958,0.71958,0.72
depth2,Zn3_0,2017-03-30 13:23:00,WEST,2017-03-30 12:23:00,0.83840,0.72840,0.73
depth2,Zn3_0,2017-03-30 13:24:00,WEST,2017-03-30 12:23:59,0.84685,0.73685,0.74
depth2,Zn3_0,2017-03-30 13:25:00,WEST,2017-03-30 12:25:00,0.86197,0.75197,0.75
depth2,Zn3_0,2017-03-30 13:26:00,WEST,2017-03-30 12:26:00,0.87123,0.76123,0.76
depth2,Zn3_0,2017-03-30 13:27:00,WEST,2017-03-30 12:27:00,0.88526,0.77526,0.78
depth2,Zn3_0,2017-03-30 13:28:00,WEST,2017-03-30 12:28:00,0.89335,0.78335,0.78
depth2,Zn3_0,2017-03-30 13:29:00,WEST,2017-03-30 12:29:00,0.90400,0.79400,0.79
depth2,Zn3_0,2017-03-30 13:30:00,WEST,2017-03-30 12:30:00,0.91589,0.80589,0.81
depth2,Zn3_0,2017-03-30 13:31:00,WEST,2017-03-30 12:31:00,0.92644,0.81644,0.82
depth2,Zn3_0,2017-03-30 13:32:00,WEST,2017-03-30 12:32:00,0.93755,0.82755,0.83
depth2,Zn3_0,2017-03-30 13:33:00,WEST,2017-03-30 12:32:59,0.94243,0.83243,0.83
depth2,Zn3_0,2017-03-30 13:34:00,WEST,2017-03-30 12:34:00,0.96123,0.85123,0.85
depth2,Zn3_0,2017-03-30 13:35:00,WEST,2017-03-30 12:34:59,0.96973,0.85973,0.86
depth2,Zn3_0,2017-03-30 13:36:00,WEST,2017-03-30 12:36:00,0.98155,0.87155,0.87
depth2,Zn3_0,2017-03-30 13:37:00,WEST,2017-03-30 12:37:00,0.99665,0.88665,0.89
depth2,Zn3_0,2017-03-30 13:38:00,WEST,2017-03-30 12:38:00,1.00859,0.89859,0.90
depth2,Zn3_0,2017-03-30 13:39:00,WEST,2017-03-30 12:39:00,1.02009,0.91009,0.91
depth2,Zn3_0,2017-03-30 13:40:00,WEST,2017-03-30 12:39:59,1.02386,0.91386,0.91
depth2,Zn3_0,2017-03-30 13:41:00,WEST,2017-03-30 12:41:00,1.04136,0.93136,0.93
depth2,Zn3_0,2017-03-30 13:42:00,WEST,2017-03-30 12:41:59,1.04542,0.93542,0.94
depth2,Zn3_0,2017-03-30 13:43:00,WEST,2017-03-30 12:43:00,1.05411,0.94411,0.94
depth2,Zn3_0,2017-03-30 13:44:00,WEST,2017-03-30 12:44:00,1.07257,0.96257,0.96
depth2,Zn3_0,2017-03-30 13:45:00,WEST,2017-03-30 12:45:00,1.08272,0.97272,0.97
depth2,Zn3_0,2017-03-30 13:46:00,WEST,2017-03-30 12:46:00,1.09699,0.98699,0.99
depth2,Zn3_0,2017-03-30 13:47:00,WEST,2017-03-30 12:47:00,1.10955,0.99955,1.00
depth2,Zn3_0,2017-03-30 13:48:00,WEST,2017-03-30 12:48:00,1.11807,1.00807,1.01
depth2,Zn3_0,2017-03-30 13:49:00,WEST,2017-03-30 12:48:59,1.12590,1.01590,1.02
depth2,Zn3_0,2017-03-30 13:50:00,WEST,2017-03-30 12:50:00,1.13596,1.02596,1.03
depth2,Zn3_0,2017-03-30 13:51:00,WEST,2017-03-30 12:50:59,1.14919,1.03919,1.04
depth2,Zn3_0,2017-03-30 13:52:00,WEST,2017-03-30 12:52:00,1.16031,1.05031,1.05
depth2,Zn3_0,2017-03-30 13:53:00,WEST,2017-03-30 12:53:00,1.17471,1.06471,1.06
depth2,Zn3_0,2017-03-30 13:54:00,WEST,2017-03-30 12:54:00,1.18299,1.07299,1.07
depth2,Zn3_0,2017-03-30 13:55:00,WEST,2017-03-30 12:55:00,1.19259,1.08259,1.08
depth2,Zn3_0,2017-03-30 13:56:00,WEST,2017-03-30 12:56:00,1.19742,1.08742,1.09
depth2,Zn3_0,2017-03-30 13:57:00,WEST,2017-03-30 12:57:00,1.21159,1.10159,1.10
depth2,Zn3_0,2017-03-30 13:58:00,WEST,2017-03-30 12:57:59,1.22024,1.11024,1.11
depth2,Zn3_0,2017-03-30 13:59:00,WEST,2017-03-30 12:59:00,1.23244,1.12244,1.12
depth2,Zn3_0,2017-03-30 14:00:00,WEST,2017-03-30 12:59:59,1.24078,1.13078,1.13
depth2,Zn3_0,2017-03-30 14:01:00,WEST,2017-03-30 13:01:00,1.25517,1.14517,1.15
depth2,Zn3_0,2017-03-30 14:02:00,WEST,2017-03-30 13:02:00,1.26350,1.15350,1.15
depth2,Zn3_0,2017-03-30 14:03:00,WEST,2017-03-30 13:03:00,1.27443,1.16443,1.16
depth2,Zn3_0,2017-03-30 14:04:00,WEST,2017-03-30 13:04:00,1.28707,1.17707,1.18
depth2,Zn3_0,2017-03-30 14:05:00,WEST,2017-03-30 13:05:00,1.29844,1.18844,1.19
depth2,Zn3_0,2017-03-30 14:06:00,WEST,2017-03-30 13:06:00,1.30987,1.19987,1.20
depth2,Zn3_0,2017-03-30 14:07:00,WEST,2017-03-30 13:06:59,1.32238,1.21238,1.21
depth2,Zn3_0,2017-03-30 14:08:00,WEST,2017-03-30 13:08:00,1.33212,1.22212,1.22
depth2,Zn3_0,2017-03-30 14:09:00,WEST,2017-03-30 13:08:59,1.34194,1.23194,1.23
depth2,Zn3_0,2017-03-30 14:10:00,WEST,2017-03-30 13:10:00,1.35044,1.24044,1.24
depth2,Zn3_0,2017-03-30 14:11:00,WEST,2017-03-30 13:11:00,1.36055,1.25055,1.25
depth2,Zn3_0,2017-03-30 14:12:00,WEST,2017-03-30 13:12:00,1.37126,1.26126,1.26
depth2,Zn3_0,2017-03-30 14:13:00,WEST,2017-03-30 13:13:00,1.38234,1.27234,1.27
depth2,Zn3_0,2017-03-30 14:14:00,WEST,2017-03-30 13:14:00,1.39390,1.28390,1.28
depth2,Zn3_0,2017-03-30 14:15:00,WEST,2017-03-30 13:15:00,1.40613,1.29613,1.30
depth2,Zn3_0,2017-03-30 14:16:00,WEST,2017-03-30 13:16:00,1.41503,1.30503,1.31
depth2,Zn3_0,2017-03-30 14:17:00,WEST,2017-03-30 13:17:00,1.42128,1.31128,1.31
depth2,Zn3_0,2017-03-30 14:18:00,WEST,2017-03-30 13:17:59,1.43203,1.32203,1.32
depth2,Zn3_0,2017-03-30 14:19:00,WEST,2017-03-30 13:19:00,1.44337,1.33337,1.33
depth2,Zn3_0,2017-03-30 14:20:00,WEST,2017-03-30 13:19:59,1.45278,1.34278,1.34
depth2,Zn3_0,2017-03-30 14:21:00,WEST,2017-03-30 13:21:00,1.46439,1.35439,1.35
depth2,Zn3_0,2017-03-30 14:22:00,WEST,2017-03-30 13:22:00,1.47317,1.36317,1.36
depth2,Zn3_0,2017-03-30 14:23:00,WEST,2017-03-30 13:23:00,1.48561,1.37561,1.38
depth2,Zn3_0,2017-03-30 14:24:00,WEST,2017-03-30 13:24:00,1.49572,1.38572,1.39
depth2,Zn3_0,2017-03-30 14:25:00,WEST,2017-03-30 13:24:59,1.50567,1.39567,1.40
depth2,Zn3_0,2017-03-30 14:26:00,WEST,2017-03-30 13:26:00,1.51391,1.40391,1.40
depth2,Zn3_0,2017-03-30 14:27:00,WEST,2017-03-30 13:26:59,1.52251,1.41251,1.41
depth2,Zn3_0,2017-03-30 14:28:00,WEST,2017-03-30 13:28:00,1.53553,1.42553,1.43
depth2,Zn3_0,2017-03-30 14:29:00,WEST,2017-03-30 13:29:00,1.54579,1.43579,1.44
depth2,Zn3_0,2017-03-30 14:30:00,WEST,2017-03-30 13:30:00,1.55595,1.44595,1.45
depth2,Zn3_0,2017-03-30 14:31:00,WEST,2017-03-30 13:31:00,1.56411,1.45411,1.45
depth2,Zn3_0,2017-03-30 14:32:00,WEST,2017-03-30 13:32:00,1.57623,1.46623,1.47
depth2,Zn3_0,2017-03-30 14:33:00,WEST,2017-03-30 13:33:00,1.58637,1.47637,1.48
depth2,Zn3_0,2017-03-30 14:34:00,WEST,2017-03-30 13:33:59,1.59594,1.48594,1.49
depth2,Zn3_0,2017-03-30 14:35:00,WEST,2017-03-30 13:35:00,1.60582,1.49582,1.50
depth2,Zn3_0,2017-03-30 14:36:00,WEST,2017-03-30 13:35:59,1.61840,1.50840,1.51
depth2,Zn3_0,2017-03-30 14:37:00,WEST,2017-03-30 13:37:00,1.63066,1.52066,1.52
depth2,Zn3_0,2017-03-30 14:38:00,WEST,2017-03-30 13:38:00,1.63550,1.52550,1.53
depth2,Zn3_0,2017-03-30 14:39:00,WEST,2017-03-30 13:39:00,1.64955,1.53955,1.54
depth2,Zn3_0,2017-03-30 14:40:00,WEST,2017-03-30 13:40:00,1.65993,1.54993,1.55
depth2,Zn3_0,2017-03-30 14:41:00,WEST,2017-03-30 13:41:00,1.67030,1.56030,1.56
